reply_to_mismatch,spf_dkim_failure,url_count,ip_based_urls,suspicious_tld_count,urgency_density,credential_request_density,uppercase_ratio,zero_width_chars,leetspeak_anomalies,html_tag_count,text_entropy,suspicious_attachments_count,is_malicious
0,0,0,0,0,0.0,0.0,0.03429602888086643,0,0,0,4.4116443873141895,0,0
0,0,0,0,0,0.0,0.0,0.02133062468257999,0,0,0,4.387183996895288,0,0
0,0,0,0,0,0.0,0.0,0.018823529411764704,0,1,1,4.441792802356601,0,0
0,0,0,0,0,0.0,0.0,0.0821917808219178,0,1,1,4.638850734143892,0,0
0,0,0,0,0,0.0,0.0,0.06060606060606061,0,0,0,4.577408789565752,0,0
0,0,0,0,0,0.0,0.0,0.12251655629139073,0,3,1,4.942469284174327,0,0
0,0,1,0,0,0.0,0.0,0.031087001877738368,0,1,0,4.599327433040592,0,0
0,0,0,0,0,0.0,0.0014947683109118087,0.04417067307692308,0,0,0,4.557849911703645,0,0
0,0,0,0,0,0.0,0.0008703220191470844,0.04985007496251874,0,4,1,4.704680052064019,0,0
0,0,0,0,0,0.0,0.0,0.06687898089171974,0,3,3,4.828613653534422,0,0
0,0,0,0,0,0.0,0.0,0.040336134453781515,0,2,0,4.586252518131692,0,0
0,0,0,0,0,0.0,0.0,0.03220654777748203,0,0,0,4.645125356642535,0,0
0,0,0,0,0,0.0,0.0,0.039735099337748346,0,0,0,4.284028351934566,0,0
0,0,1,0,0,0.0,0.0,0.07296137339055794,0,0,0,4.780209600001617,0,0
0,0,1,0,0,0.0,0.0,0.033632286995515695,0,0,0,4.626255402663231,0,0
0,0,0,0,0,0.0,0.0,0.027202072538860103,0,0,0,4.431557915008209,0,0
0,0,3,0,0,0.0,0.0,0.05,0,0,0,4.825998151653848,0,0
0,0,1,0,0,0.0008547008547008547,0.0,0.055369751021924936,0,3,2,4.791146607298712,0,0
0,0,1,0,0,0.0,0.0011668611435239206,0.04827586206896552,0,2,2,4.652411131413417,0,0
0,0,1,0,0,0.0005995203836930455,0.0,0.05821718931475029,0,6,2,4.793324233038071,0,0
0,0,1,0,0,0.0,0.0,0.03367614438394838,0,3,2,4.637816347929299,0,0
0,0,0,0,0,0.0,0.0,0.1226215644820296,0,5,3,4.967784885037111,0,0
0,0,1,0,0,0.0,0.0,0.09053497942386832,0,1,2,4.926252800339313,0,0
0,0,1,0,0,0.0,0.0,0.07648183556405354,0,1,3,4.89598109912484,0,0
0,0,0,0,0,0.0,0.0,0.029782359679266894,0,0,0,4.522566531584061,0,0
0,0,1,0,0,0.0,0.0,0.1111111111111111,0,1,1,5.030588889410749,0,0
0,0,1,0,0,0.0,0.0,0.046610169491525424,0,0,0,4.4775681584694755,0,0
0,0,0,0,0,0.0,0.0,0.05813953488372093,0,0,0,4.557000234090537,0,0
0,0,1,0,0,0.0,0.0064516129032258064,0.06125166444740346,0,4,1,4.970119266043368,0,0
0,0,1,0,0,0.0,0.0,0.09409190371991247,0,1,2,5.0353997032243045,0,0
0,0,1,0,0,0.0,0.0,0.0958904109589041,0,1,2,4.996013066247783,0,0
0,0,0,0,0,0.0,0.004201680672268907,0.022887323943661973,0,2,0,4.544732752337751,0,0
0,0,1,0,0,0.0,0.0,0.07228915662650602,0,0,0,4.6249096315595475,0,0
0,0,0,0,0,0.0,0.0,0.07142857142857142,0,0,0,4.437936076014573,0,0
0,0,0,0,0,0.0,0.0029498525073746312,0.034650455927051675,0,4,0,4.695234237875645,0,0
0,0,0,0,0,0.0,0.0,0.022727272727272728,0,1,0,4.760923003317834,0,0
0,0,0,0,0,0.0,0.0,0.040345821325648415,0,1,0,4.6745002193849,0,0
0,0,3,0,0,0.0,0.045454545454545456,0.06818181818181818,0,0,0,5.056954003156686,0,0
0,0,2,0,0,0.0003458412588621823,0.00017292062943109114,0.033752552939911855,0,1,2,4.523631088408222,0,0
0,0,0,0,0,0.0,0.0,0.03764320785597381,0,1,0,4.6756135784676305,0,0
0,0,2,0,0,0.0,0.0,0.03897254207263064,0,2,0,4.848462115777624,0,0
0,0,0,0,0,0.0,0.0,0.0924092409240924,0,2,0,4.828468143319899,0,0
0,0,0,0,0,0.0,0.0,0.023010546500479387,0,1,0,4.500725346397058,0,0
0,0,0,0,0,0.0020833333333333333,0.0020833333333333333,0.02589555459646094,0,1,0,4.430771089603053,0,0
0,0,0,0,0,0.0,0.002028397565922921,0.03844282238442823,0,6,0,4.7212722684967785,0,0
0,0,0,0,0,0.0,0.0,0.03582089552238806,0,0,0,4.613302221330254,0,0
0,0,0,0,0,0.0,0.0,0.04371584699453552,0,0,0,4.396556702313526,0,0
0,0,0,0,0,0.0,0.0,0.05693950177935943,0,0,0,4.537855359106097,0,0
0,0,1,0,0,0.0,0.0,0.009124087591240875,0,0,0,4.491366592637501,0,0
0,0,2,0,0,0.0,0.0,0.0714658320292123,0,7,7,4.955938763319699,0,0
0,0,3,0,0,0.009852216748768473,0.0,0.04660194174757282,0,0,0,4.672129120144662,0,0
0,0,0,0,0,0.0,0.0,0.0633245382585752,0,0,0,4.674608215273246,0,0
0,0,0,0,0,0.0,0.0,0.012389380530973451,0,0,0,4.3592653104595085,0,0
0,0,3,0,0,0.0,0.0,0.028797996661101836,0,5,7,4.631160302595109,0,0
0,0,6,0,0,0.0011918951132300357,0.0,0.02617283950617284,0,0,2,4.598114476227899,0,0
0,0,0,0,0,0.0,0.0,0.025343189017951427,0,0,0,4.5102178710477485,0,0
0,0,0,0,0,0.0,0.0,0.05522388059701493,0,0,0,4.509815354605854,0,0
0,0,0,0,0,0.0,0.0,0.053003533568904596,0,0,0,4.464572358571188,0,0
0,0,0,0,0,0.0,0.0,0.041176470588235294,0,2,0,4.721816550275068,0,0
0,0,0,0,0,0.0,0.0,0.06513409961685823,0,0,0,4.47085165479513,0,0
0,0,2,0,0,0.0,0.0,0.06572769953051644,0,1,1,4.850382917539089,0,0
0,0,2,0,0,0.0,0.0,0.06572769953051644,0,1,1,4.850382917539089,0,0
0,0,1,0,0,0.0,0.0,0.09363295880149813,0,2,1,4.677872250573439,0,0
0,0,0,0,0,0.0,0.0,0.05555555555555555,0,0,0,4.537303504238009,0,0
0,0,0,0,0,0.0,0.0,0.04932735426008968,0,2,1,4.740421688443999,0,0
0,0,1,0,0,0.0,0.0,0.10723192019950124,0,0,0,4.873533365052437,0,0
0,0,0,0,0,0.0,0.0014265335235378032,0.020478843547658485,0,2,1,4.48131805195097,0,0
0,0,1,0,0,0.0,0.0,0.03048180924287119,0,3,0,4.6630557965033965,0,0
0,0,0,0,0,0.0,0.0,0.1162079510703364,0,0,0,4.765280813417131,0,0
0,0,0,0,0,0.0,0.0,0.03819784524975514,0,0,0,4.611800855763469,0,0
0,0,4,0,0,0.0,0.0,0.04808635917566242,0,0,0,4.628720308660729,0,0
0,0,0,0,0,0.0,0.0,0.019332161687170474,0,0,0,4.402032104589628,0,0
0,0,0,0,0,0.0,0.0,0.020356234096692113,0,0,0,4.425539195799333,0,0
0,0,2,0,0,0.0,0.0,0.029936672423719057,0,2,1,4.637299168709351,0,0
0,0,1,0,0,0.0,0.0,0.04696132596685083,0,1,1,4.723472174101953,0,0
0,0,0,0,0,0.0,0.0,0.03571428571428571,0,0,0,4.8131394953345525,0,0
0,0,2,0,0,0.0,0.0,0.055944055944055944,0,2,1,4.698888973875514,0,0
0,0,0,0,0,0.0,0.0,0.040229885057471264,0,0,0,4.512634117160672,0,0
0,0,0,0,0,0.0024937655860349127,0.0,0.028868360277136258,0,0,0,4.528229532181928,0,0
0,0,1,0,0,0.0,0.0,0.05069124423963134,0,0,0,4.795329873715529,0,0
0,0,1,0,0,0.0,0.0,0.0,0,0,0,4.532635493052324,0,0
0,0,2,0,0,0.0011771630370806356,0.0005885815185403178,0.032685004028081485,0,4,0,4.548198105680237,0,0
0,0,1,0,0,0.0034482758620689655,0.0,0.021232876712328767,0,0,0,4.490465145612448,0,0
0,0,0,0,0,0.0078125,0.0,0.021621621621621623,0,0,0,4.457645455976243,0,0
0,0,1,0,0,0.0013458950201884253,0.0,0.05172413793103448,0,1,0,4.588901034068565,0,0
0,0,0,0,0,0.0,0.0,0.019021739130434784,0,0,0,4.391822573357721,0,0
0,0,0,0,0,0.005235602094240838,0.0,0.016556291390728478,0,0,0,4.440142399626062,0,0
0,0,1,0,0,0.0,0.0,0.023809523809523808,0,0,0,4.5207582802209085,0,0
0,0,0,0,0,0.0028653295128939827,0.0,0.03594351732991014,0,0,0,4.479313609614385,0,0
0,0,2,0,0,0.0,0.011764705882352941,0.0380952380952381,0,0,0,4.713620621820044,0,0
0,0,0,0,0,0.005681818181818182,0.0,0.04945717732207479,0,1,0,4.525718206615503,0,0
0,0,0,0,0,0.003787878787878788,0.003787878787878788,0.043697478991596636,0,1,0,4.574659303236598,0,0
0,0,0,0,0,0.004329004329004329,0.0,0.049951969260326606,0,0,0,4.533395293828643,0,0
0,0,0,0,0,0.0,0.0,0.018789144050104383,0,1,1,4.496672053694997,0,0
0,0,0,0,0,0.004424778761061947,0.0,0.02631578947368421,0,1,0,4.4549089276137765,0,0
0,0,0,0,0,0.0,0.0,0.04292929292929293,0,2,1,4.601065612700806,0,0
0,0,0,0,0,0.0,0.0,0.017326732673267328,0,1,1,4.412663083642245,0,0
0,0,0,0,0,0.0,0.0,0.020018198362147407,0,0,0,4.523817591373068,0,0
0,0,0,0,0,0.0,0.008849557522123894,0.036734693877551024,0,1,1,4.525775187429241,0,0
0,0,0,0,0,0.0,0.0,0.02830188679245283,0,0,0,4.471247953548818,0,0
0,0,0,0,0,0.0,0.0,0.03389830508474576,0,0,0,4.5097573600172405,0,0
0,0,0,0,0,0.0,0.0,0.03926512968299712,0,1,0,4.541434684908615,0,0
0,0,0,0,0,0.0,0.0,0.040880503144654086,0,0,0,4.746260563308312,0,0
0,0,1,0,0,0.0,0.0,0.05442176870748299,0,0,0,4.545535130514012,0,0
0,0,1,0,0,0.0,0.000835421888053467,0.04342387419585418,0,0,0,4.5014481594283,0,0
0,0,1,0,0,0.0,0.009174311926605505,0.09465020576131687,0,0,0,4.745569879106444,0,0
0,0,1,0,0,0.0,0.0,0.030278232405891982,0,0,0,4.595166400674147,0,0
0,0,1,0,0,0.0,0.0,0.014285714285714285,0,0,0,4.444740882061354,0,0
0,0,2,0,0,0.0,0.0007342143906020558,0.04608531780023985,0,2,2,4.57118214134597,0,0
0,0,1,0,0,0.0,0.0,0.03688853247794707,0,0,0,4.553769931669346,0,0
0,0,1,0,0,0.0,0.024390243902439025,0.07853403141361257,0,1,0,5.080285358656359,0,0
0,0,1,0,0,0.0,0.007142857142857143,0.08797127468581688,0,2,0,5.043333942171799,0,0
0,0,1,0,0,0.0,0.0,0.07563025210084033,0,0,0,4.851560593973505,0,0
1,0,0,0,0,0.0,0.0,0.06688963210702341,0,1,0,4.846661505486262,0,0
0,0,0,0,0,0.0,0.0,0.07190412782956059,0,2,0,4.837889971661876,0,0
0,0,6,0,0,0.0,0.0,0.08926080892608089,0,1,4,5.163817020406415,0,0
0,0,1,0,0,0.0,0.0,0.03355704697986577,0,0,0,4.684083544339877,0,0
0,0,0,0,0,0.0,0.0,0.04991680532445923,0,0,0,4.551646177062825,0,0
0,0,1,0,0,0.0,0.0,0.04374614910659273,0,3,0,4.708336724233787,0,0
0,0,1,0,0,0.0,0.0,0.03728813559322034,0,1,1,4.606564870115755,0,0
0,0,1,0,0,0.00392156862745098,0.0,0.0494579945799458,0,0,0,4.727796241006435,0,0
0,0,0,0,0,0.0,0.0,0.13962264150943396,0,0,0,4.795609133430756,0,0
0,0,1,0,0,0.0,0.0,0.08532423208191127,0,0,0,4.7383786001562775,0,0
0,0,2,0,0,0.0,0.0,0.036382536382536385,0,1,1,4.605280845688237,0,0
0,0,3,0,0,0.0,0.0026041666666666665,0.041666666666666664,0,1,0,4.673182207314838,0,0
0,0,0,0,0,0.0,0.0,0.03754266211604096,0,0,0,4.510207239375793,0,0
0,0,0,0,0,0.0,0.0,0.052980132450331126,0,1,2,4.596919724088297,0,0
0,0,2,0,0,0.0,0.0,0.06593406593406594,0,1,0,4.762349064099051,0,0
0,0,4,0,0,0.0,0.0019267822736030828,0.04055666003976143,0,6,5,4.871094158259642,0,0
0,0,0,0,0,0.0,0.003401360544217687,0.02195121951219512,0,1,1,4.593846671490499,0,0
1,0,2,0,0,0.0,0.0,0.0374037403740374,0,0,0,4.750703117420478,0,0
0,0,1,0,0,0.0,0.0,0.028872282608695652,0,5,3,4.707036239442171,0,0
0,0,0,0,0,0.0,0.0,0.041666666666666664,0,1,1,4.600234169868349,0,0
0,0,0,0,0,0.0,0.0,0.05569620253164557,0,2,4,4.723387770153144,0,0
0,0,4,0,0,0.0,0.0038910505836575876,0.09321340964840556,0,7,6,5.071050940554864,0,0
0,0,1,0,0,0.0,0.0,0.0653061224489796,0,0,0,4.931934052184226,0,0
0,0,0,0,0,0.0,0.0,0.027303754266211604,0,0,0,4.52288438402235,0,0
0,0,1,0,0,0.0,0.0,0.10554089709762533,0,2,2,5.022830171131698,0,0
0,0,2,0,0,0.0,0.002702702702702703,0.02928416485900217,0,0,0,4.569300820735777,0,0
0,0,2,0,0,0.0,0.001466275659824047,0.056473415440072096,0,6,0,4.693314217912849,0,0
0,0,2,0,0,0.0,0.0,0.055,0,2,1,4.743374404385797,0,0
0,0,1,0,0,0.0,0.0,0.026618705035971222,0,0,0,4.550159217336597,0,0
0,0,0,0,0,0.0,0.0,0.07317073170731707,0,0,0,4.654690167340151,0,0
0,0,3,0,0,0.0,0.0,0.09309967141292443,0,5,5,5.1433172524441835,0,0
0,0,1,0,0,0.0,0.0,0.06911764705882353,0,1,2,4.8263939251739005,0,0
0,0,2,0,0,0.0,0.0,0.07674418604651163,0,2,1,4.806047564286258,0,0
0,0,4,0,0,0.0,0.024390243902439025,0.04182509505703422,0,0,0,4.923210354230748,0,0
0,0,2,0,0,0.0,0.0,0.037800687285223365,0,1,0,4.772386747549254,0,0
0,0,2,0,0,0.0,0.0,0.040983606557377046,0,1,0,4.728976736912335,0,0
0,0,9,0,0,0.0,0.0,0.07018716577540107,0,6,8,5.162946182817354,0,0
0,0,3,0,0,0.0,0.0,0.07551487414187644,0,2,1,4.843559226453573,0,0
0,0,4,0,0,0.0,0.0,0.0378567268491555,0,1,0,4.7106978777770925,0,0
0,0,4,0,0,0.0,0.0,0.03908138597904915,0,4,0,4.740099869024696,0,0
0,0,0,0,0,0.0,0.0,0.05084745762711865,0,1,1,4.7834527262436115,0,0
0,0,1,0,0,0.0,0.0,0.04964539007092199,0,1,0,4.598156838062933,0,0
0,0,2,0,0,0.0,0.0,0.04950495049504951,0,0,0,4.5366627959215355,0,0
0,0,0,0,0,0.0,0.0,0.051839464882943144,0,1,1,4.745967798506281,0,0
0,0,1,0,0,0.0,0.0,0.08878504672897196,0,0,1,5.0376007915150485,0,0
0,0,2,0,0,0.0024937655860349127,0.0,0.030734206033010813,0,0,2,4.689946561973737,0,0
0,0,1,0,0,0.0,0.0,0.03721298495645289,0,0,0,4.623176790691669,0,0
0,0,3,0,0,0.0,0.0,0.052307692307692305,0,1,0,4.846224916619625,0,0
0,0,1,0,0,0.0,0.0,0.04707464694014795,0,2,2,4.770458027598193,0,0
0,0,0,0,0,0.0,0.0,0.08209959623149395,0,0,0,4.665606661415423,0,0
0,0,1,0,0,0.0,0.0,0.06806282722513089,0,3,1,4.999792591404636,0,0
0,0,0,0,0,0.0,0.0078125,0.027210884353741496,0,0,0,4.452915940535751,0,0
0,0,3,0,0,0.0,0.0,0.04395604395604396,0,0,0,4.820663539534601,0,0
0,0,1,0,0,0.00041597337770382697,0.0,0.02513479226133841,0,1,0,4.486385412012429,0,0
0,0,2,0,0,0.0,0.0,0.06118143459915612,0,0,0,4.863456990156923,0,0
0,0,2,0,0,0.0,0.0,0.06150061500615006,0,2,0,4.920892288173654,0,0
0,0,2,0,0,0.0,0.0,0.0554675118858954,0,4,0,4.84621081915167,0,0
0,0,2,0,0,0.0,0.0,0.06465517241379311,0,4,0,4.902066653526519,0,0
0,0,0,0,0,0.0,0.0,0.052980132450331126,0,1,1,4.642953778876604,0,0
0,0,0,0,0,0.0,0.0,0.03389830508474576,0,0,0,4.357359466228204,0,0
0,0,0,0,0,0.0,0.0,0.09142857142857143,0,3,0,4.861140192885467,0,0
0,0,0,0,0,0.0,0.0,0.03307086614173228,0,2,0,4.485125720587727,0,0
0,0,0,0,0,0.0,0.0,0.06167979002624672,0,3,0,4.818078108691759,0,0
0,0,0,0,0,0.0,0.0,0.06015037593984962,0,1,0,4.63311977048808,0,0
1,0,0,0,0,0.0,0.005555555555555556,0.026192075218267292,0,1,0,4.440302046275816,0,0
0,0,0,0,0,0.0,0.0,0.03991130820399113,0,1,0,4.576207368118576,0,0
0,0,0,0,0,0.0,0.0,0.04234527687296417,0,1,0,4.566652855135476,0,0
0,0,1,0,0,0.0,0.0,0.02635658914728682,0,1,0,4.605605233613774,0,0
0,0,1,0,0,0.003952569169960474,0.0,0.03253588516746411,0,0,1,4.5678379379840575,0,0
0,0,3,0,0,0.0,0.0,0.02710843373493976,0,0,0,4.971840621865201,0,0
0,0,3,0,0,0.0,0.0,0.05132743362831858,0,1,0,4.9555964808727,0,0
0,0,0,0,0,0.0,0.0,0.03168685927306617,0,4,0,4.58652400333356,0,0
0,0,0,0,0,0.0,0.0,0.03806451612903226,0,5,0,4.601254174239345,0,0
0,0,0,0,0,0.0,0.0,0.03198494825964252,0,1,0,4.462366042538038,0,0
0,0,0,0,0,0.0,0.0,0.011747430249632892,0,0,0,4.353954803990878,0,0
0,0,1,0,0,0.0,0.0,0.03065134099616858,0,0,0,4.564059884909448,0,0
0,0,1,0,0,0.0,0.0,0.037054409005628515,0,3,0,4.689511632625107,0,0
0,0,1,0,0,0.0,0.0,0.014354066985645933,0,0,0,4.309294866687188,0,0
0,0,1,0,0,0.0,0.010309278350515464,0.04943820224719101,0,0,0,4.693368989816408,0,0
0,0,1,0,0,0.0,0.0,0.05813953488372093,0,0,0,4.6519672447725355,0,0
0,0,0,0,0,0.0,0.0,0.053061224489795916,0,1,0,4.6038217608007335,0,0
0,0,1,0,0,0.0,0.0,0.04783258594917788,0,2,0,4.740873511641411,0,0
0,0,3,0,0,0.0,0.0,0.07503607503607504,0,2,0,4.9426105715269255,0,0
0,0,4,0,0,0.0,0.0,0.0425531914893617,0,1,0,4.9624633110214305,0,0
0,0,2,0,0,0.0,0.0,0.07373271889400922,0,1,0,4.8015073234937,0,0
0,0,3,0,0,0.0,0.0,0.06397896581945661,0,1,0,4.810462020061318,0,0
0,0,2,0,0,0.0,0.0,0.06367254121660035,0,3,0,4.868145512495221,0,0
0,0,2,0,0,0.0,0.0,0.04885496183206107,0,1,0,4.861099307198719,0,0
0,0,2,0,0,0.0,0.0,0.05817174515235457,0,1,0,4.73616755263779,0,0
0,0,3,0,0,0.0,0.0,0.06439393939393939,0,1,0,4.86213973693478,0,0
0,0,0,0,0,0.0,0.00625,0.038980509745127435,0,1,0,4.792199284288666,0,0
0,0,0,0,0,0.00035842293906810036,0.00035842293906810036,0.06550962448721995,0,2,0,4.727916464100675,0,0
0,0,0,0,0,0.0,0.0,0.04099060631938514,0,2,0,4.655281835059717,0,0
0,0,1,0,0,0.0,0.0,0.10843373493975904,0,0,0,4.858588639608052,0,0
0,0,0,0,0,0.0002998500749625187,0.0002998500749625187,0.06571870170015456,0,4,0,4.746327005225294,0,0
0,0,0,0,0,0.0,0.0,0.09198113207547169,0,0,0,4.728674612098974,0,0
0,0,0,0,0,0.0006903693476009665,0.00034518467380048324,0.06557477235225814,0,3,0,4.741477318880196,0,0
0,0,1,0,0,0.0,0.0,0.08085106382978724,0,1,0,4.803343461074922,0,0
0,0,13,0,0,0.0012106537530266344,0.002421307506053269,0.03467963628674138,0,3,14,4.721086246482164,0,0
0,0,0,0,0,0.007547169811320755,0.0,0.024284475281873375,0,0,0,4.459718757960165,0,0
0,0,1,0,0,0.0,0.009216589861751152,0.03296703296703297,0,0,0,4.618431756154433,0,0
0,0,0,0,0,0.0,0.0,0.03726220827613257,0,1,0,4.505879553256263,0,0
0,0,4,0,0,0.0003071724773460298,0.0001535862386730149,0.03461841070023604,0,0,0,4.553477354315246,0,0
0,0,1,0,0,0.0004219409282700422,0.0,0.03720238095238095,0,3,1,4.578559747864529,0,0
1,0,2,0,0,0.005714285714285714,0.0,0.09900990099009901,0,2,3,4.9835165002232475,0,0
1,0,2,0,0,0.0,0.0,0.08670520231213873,0,2,3,4.92348786988121,0,0
0,0,1,0,0,0.0,0.0,0.022727272727272728,0,1,0,4.726185483720418,0,0
1,0,2,0,0,0.0,0.0,0.06265060240963856,0,1,1,4.820789398569085,0,0
0,0,0,0,0,0.0,0.0,0.05230557467309016,0,1,1,5.142256164408604,0,0
1,0,2,0,0,0.0,0.0,0.08333333333333333,0,1,0,4.8022891476558325,0,0
0,0,1,0,0,0.0,0.0,0.03551912568306011,0,3,1,4.822761585441791,0,0
0,0,1,0,0,0.0,0.0,0.04213938411669368,0,2,0,4.947757810951764,0,0
1,0,2,0,0,0.0,0.0,0.06218905472636816,0,1,1,4.721255913293092,0,0
0,0,1,0,0,0.0,0.0,0.041379310344827586,0,2,0,4.717528927877578,0,0
0,0,1,0,0,0.005376344086021506,0.0,0.041353383458646614,0,3,2,4.831844083547283,0,0
0,0,1,0,0,0.003067484662576687,0.0,0.043674698795180725,0,4,2,4.8818784125705506,0,0
1,0,2,0,0,0.00199203187250996,0.00199203187250996,0.042440318302387266,0,5,3,4.874990324596716,0,0
0,0,1,0,0,0.0,0.0,0.04043545878693624,0,2,2,4.806154395257879,0,0
0,0,1,0,0,0.0,0.0,0.041828374299266925,0,1,10,4.8776593426711266,0,0
0,0,1,0,0,0.0,0.0,0.08391608391608392,0,2,2,4.963016120856086,0,0
0,0,1,0,0,0.0,0.0,0.042682926829268296,0,2,2,4.808263430219851,0,0
1,0,2,0,0,0.0,0.0,0.09523809523809523,0,1,1,4.91581986428959,0,0
0,0,1,0,0,0.0040650406504065045,0.0,0.041108132260947276,0,3,2,4.760896091879869,0,0
1,0,2,0,0,0.002257336343115124,0.002257336343115124,0.06168647425014148,0,3,3,4.800001097861335,0,0
1,0,2,0,0,0.0,0.004032258064516129,0.059628543499511244,0,1,1,4.76933225390482,0,0
0,0,1,0,0,0.002304147465437788,0.0,0.03626666666666667,0,4,2,4.7084489656961335,0,0
1,0,2,0,0,0.0,0.0,0.06521739130434782,0,1,1,4.774750115074882,0,0
0,0,3,0,0,0.0,0.0,0.045989904655075714,0,3,1,4.746391713600105,0,0
1,0,2,0,0,0.0,0.0036101083032490976,0.046822742474916385,0,1,1,4.660052296669186,0,0
0,0,1,0,0,0.0,0.0027247956403269754,0.035596572181938034,0,3,1,4.652399118960842,0,0
1,0,1,0,0,0.0,0.0,0.08005427408412483,0,2,0,4.718027776310625,0,0
1,0,2,0,0,0.0,0.0,0.08983050847457627,0,2,0,4.876124358103648,0,0
1,0,2,0,0,0.0,0.0,0.07552581261950286,0,4,0,4.676697438220457,0,0
1,0,2,0,0,0.0,0.0,0.0704383664293743,0,6,0,4.649865140130872,0,0
1,0,1,0,0,0.0,0.0,0.02809917355371901,0,1,0,4.606130558419724,0,0
1,0,0,0,0,0.0,0.0,0.05912596401028278,0,0,0,4.844116309427295,0,0
1,0,1,0,0,0.0,0.0,0.03431372549019608,0,1,0,4.586714079674075,0,0
1,0,1,0,0,0.0,0.0,0.048598130841121495,0,2,1,4.783219947944601,0,0
1,0,1,0,0,0.0,0.0,0.027522935779816515,0,1,0,4.486666096675063,0,0
1,0,1,0,0,0.0,0.0,0.0473313192346425,0,2,1,4.776550646110408,0,0
1,0,1,0,0,0.0,0.0,0.03563941299790356,0,2,0,4.705967813693398,0,0
1,0,1,0,0,0.0,0.0,0.027624309392265192,0,1,0,4.58338484531979,0,0
1,0,1,0,0,0.0,0.0,0.03430531732418525,0,1,0,4.7848999101602505,0,0
1,0,1,0,0,0.0,0.011764705882352941,0.04395604395604396,0,1,0,4.783403104650232,0,0
1,0,1,0,0,0.0,0.0,0.02394106813996317,0,1,0,4.765417371589269,0,0
1,0,1,0,0,0.0,0.0,0.0576271186440678,0,1,0,4.8536012813567675,0,0
1,0,0,0,0,0.0,0.0,0.03494176372712146,0,0,0,4.487977173015473,0,0
1,0,1,0,0,0.0,0.0,0.06002143622722401,0,2,0,4.940676381567049,0,0
1,0,0,0,0,0.0,0.0,0.0672782874617737,0,0,0,4.819076790501844,0,0
1,0,2,0,0,0.0,0.0,0.053237410071942444,0,3,1,4.797241693414279,0,0
1,0,1,0,0,0.0,0.0,0.05688282138794084,0,3,2,4.852780999040068,0,0
1,0,1,0,0,0.0,0.0,0.03357314148681055,0,1,0,4.646924315068872,0,0
1,0,2,0,0,0.0,0.0,0.04048070841239722,0,4,2,4.746303792582918,0,0
1,0,0,0,0,0.0,0.0058823529411764705,0.07931570762052877,0,3,1,4.96391557115396,0,0
1,0,1,0,0,0.0,0.0,0.05604719764011799,0,2,1,4.883342776046073,0,0
1,0,1,0,0,0.0,0.0,0.05385996409335727,0,1,1,4.762339156895655,0,0
1,0,2,0,0,0.0,0.00625,0.05099150141643059,0,3,0,4.729754583968336,0,0
1,0,0,0,0,0.0,0.0,0.053231939163498096,0,0,0,4.7912829837341215,0,0
1,0,1,0,0,0.0,0.006993006993006993,0.0425531914893617,0,2,1,4.78190650195633,0,0
1,0,2,0,0,0.0,0.0,0.051829268292682924,0,3,2,4.86721933781427,0,0
1,0,1,0,0,0.0,0.0,0.0375,0,1,0,4.633863870411934,0,0
0,0,3,0,0,0.0,0.0,0.05070118662351672,0,2,0,4.836953365626067,0,0
1,0,1,0,0,0.0,0.0,0.04233700254022015,0,1,1,4.794687567247106,0,0
0,0,0,0,0,0.0,0.0,0.044326241134751775,0,0,0,4.653283772802343,0,0
0,0,3,0,0,0.0,0.0,0.044386422976501305,0,2,1,4.832767392984831,0,0
1,0,2,0,0,0.0,0.0,0.1484126984126984,0,10,4,5.4433816953843115,0,0
1,0,1,0,0,0.0,0.0,0.04040404040404041,0,1,1,4.662554258238867,0,0
1,0,1,0,0,0.0,0.0,0.053367217280813214,0,2,1,4.7098716671021315,0,0
1,0,1,0,0,0.0,0.0,0.03444034440344403,0,2,2,4.69952315281976,0,0
1,0,1,0,0,0.0,0.0,0.04420432220039293,0,2,1,4.738263071186834,0,0
1,0,1,0,0,0.0,0.0,0.04178272980501393,0,1,0,4.7198726978018,0,0
1,0,1,0,0,0.0,0.0,0.03636363636363636,0,1,0,4.744031878129765,0,0
1,0,1,0,0,0.0,0.0,0.02260981912144703,0,2,2,4.632455333906314,0,0
1,0,1,0,0,0.0,0.0,0.0481283422459893,0,2,2,4.8951814808158325,0,0
1,0,1,0,0,0.0,0.0,0.03796296296296296,0,2,1,4.716651291153879,0,0
1,0,1,0,0,0.0,0.0,0.019784172661870502,0,1,0,4.475652391616705,0,0
1,0,1,0,0,0.0,0.0,0.05856832971800434,0,1,0,4.782210475618649,0,0
1,0,1,0,0,0.0,0.0,0.04529201430274136,0,1,0,4.707768470501489,0,0
1,0,1,0,0,0.0,0.0,0.04819277108433735,0,5,2,4.822372532295337,0,0
1,0,1,0,0,0.0,0.0,0.04914004914004914,0,1,1,4.718962819365878,0,0
1,0,1,0,0,0.0,0.0,0.044141252006420544,0,1,0,4.449374721479592,0,0
1,0,1,0,0,0.0,0.0,0.06567164179104477,0,2,0,4.874817986947056,0,0
1,0,1,0,0,0.0,0.0049504950495049506,0.04,0,1,0,4.810047864122364,0,0
1,0,1,0,0,0.0,0.0045871559633027525,0.020872865275142316,0,2,0,4.574547631291955,0,0
1,0,1,0,0,0.0,0.0,0.05474452554744526,0,1,1,4.937702240512343,0,0
